Category,Release Date,Series,Set,Card_Number,Card Number Order,Card ID,Card Name,Language,Rarity,Image,Card_Url,Edition,Surface,Variant
Pokemon,12/26/2008,Platinum Era,Bonds to the End of Time,014/090,14,PKM2008SUMOBTET000000000014JPNUNLM####,Vaporeon,Japanese,Rare,https://content.tcgcollector.com/content/images/77/71/5e/77715e336d1410173970a50da3effee8a6d85a7839ee4421a93eec5525bb1020.jpg,https://www.tcgcollector.com/cards/26615/vaporeon-bonds-to-the-end-of-time-014-090,Unlimited,,
Pokemon,12/26/2008,Platinum Era,Bonds to the End of Time,071/090,71,PKM2008SUMOBTET000000000071JPNUNLM####,Vibrava,Japanese,Uncommon,https://content.tcgcollector.com/content/images/16/6c/b6/166cb6839b9a6004948c154e169f00b3d0b0567e502cfb9a8a36d5e9374e8c48.jpg,https://www.tcgcollector.com/cards/26672/vibrava-bonds-to-the-end-of-time-071-090,Unlimited,,
Pokemon,12/26/2008,Platinum Era,Bonds to the End of Time,079/090,79,PKM2008SUMOBTET000000000079JPNUNLM####,Volkner's Philosophy,Japanese,Uncommon,https://content.tcgcollector.com/content/images/07/3d/a3/073da36c406ee574424ec83e1180840b25750dbbc73c8a4e9d93cb390d7199fb.jpg,https://www.tcgcollector.com/cards/26680/volkners-philosophy-bonds-to-the-end-of-time-079-090,Unlimited,,
Pokemon,12/26/2008,Platinum Era,Bonds to the End of Time,018/090,18,PKM2008SUMOBTET000000000018JPNUNLM####,Walrein,Japanese,Rare,https://content.tcgcollector.com/content/images/00/9e/25/009e25ad9e108ce38627fc4515ae2193f4a1be3347677a4b7e466ab86d2e2c70.jpg,https://www.tcgcollector.com/cards/26619/walrein-bonds-to-the-end-of-time-018-090,Unlimited,,
Pokemon,12/26/2008,Platinum Era,Bonds to the End of Time,033/090,33,PKM2008SUMOBTET000000000033JPNUNLM####,Wash Rotom,Japanese,Uncommon,https://content.tcgcollector.com/content/images/cb/6d/a7/cb6da7249e658fb51fd6a3d1ecc0955aa622d0a1b6960f7809b6f688bf44f244.jpg,https://www.tcgcollector.com/cards/26634/wash-rotom-bonds-to-the-end-of-time-033-090,Unlimited,,
Pokemon,12/26/2008,Platinum Era,Bonds to the End of Time,001/090,1,PKM2008SUMOBTET000000000001JPNUNLM####,Weedle,Japanese,Common,https://content.tcgcollector.com/content/images/2b/97/d7/2b97d783d993c3c1a54de6ea418d3c7380ccadae343f85d78dbd18e1f455b954.jpg,https://www.tcgcollector.com/cards/26602/weedle-bonds-to-the-end-of-time-001-090,Unlimited,,
Pokemon,12/26/2008,Platinum Era,Bonds to the End of Time,045/090,45,PKM2008SUMOBTET000000000045JPNUNLM####,Weezing,Japanese,Uncommon,https://content.tcgcollector.com/content/images/25/09/f3/2509f30aa8c4b95891f8acbe6ae9b44954de5ec77e383026b3b9aa3a9483ef05.jpg,https://www.tcgcollector.com/cards/26646/weezing-bonds-to-the-end-of-time-045-090,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,079/096,79,PKM2008SUMOGALC000000000079JPNUNLM####,Altaria,Japanese,Rare,https://content.tcgcollector.com/content/images/16/bf/00/16bf008567b34aa79294d5e38c14c3b8614aeb57157558de9b587106c44b11ee.jpg,https://www.tcgcollector.com/cards/26770/altaria-galactics-conquest-079-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,036/096,36,PKM2008SUMOGALC000000000036JPNUNLM###H,Ampharos,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/88/b8/7a/88b87a4c6743fa5cd2ce206ce54025de12ca9f31a9274ecef40663856cf047d3.jpg,https://www.tcgcollector.com/cards/26727/ampharos-galactics-conquest-036-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,086/096,86,PKM2008SUMOGALC000000000086JPNUNLM####,Armor Fossil,Japanese,Uncommon,https://content.tcgcollector.com/content/images/60/2a/a8/602aa883878a1ef4739fbdde0b5be70fed46f4ee8bc0082a72382f9e7ee17f4f.jpg,https://www.tcgcollector.com/cards/26777/armor-fossil-galactics-conquest-086-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,048/096,48,PKM2008SUMOGALC000000000048JPNUNLM####,Banette,Japanese,Rare,https://content.tcgcollector.com/content/images/07/5c/21/075c21e0d8055d18aba3af184e91468bf96682b3acd70d6b7e35d46a2c2dc047.jpg,https://www.tcgcollector.com/cards/26739/banette-galactics-conquest-048-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,063/096,63,PKM2008SUMOGALC000000000063JPNUNLM####,Bastiodon,Japanese,Rare,https://content.tcgcollector.com/content/images/49/b2/62/49b262e4de34e3b5a473ecc1a373a43f6e876a11df90c83f7a671f49d3d87fea.jpg,https://www.tcgcollector.com/cards/26754/bastiodon-galactics-conquest-063-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,003/096,3,PKM2008SUMOGALC000000000003JPNUNLM####,Beautifly,Japanese,Rare,https://content.tcgcollector.com/content/images/fc/53/d7/fc53d7887c74bb287f1f6191e022df35bdcd0c24d24d0054bf1777f6a8d89981.jpg,https://www.tcgcollector.com/cards/26694/beautifly-galactics-conquest-003-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,025/096,25,PKM2008SUMOGALC000000000025JPNUNLM###H,Blastoise,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/4f/16/e6/4f16e6f861197dae0050f7e97ae1b71dec731e12e269188db2dcc56a014d6ea7.jpg,https://www.tcgcollector.com/cards/26716/blastoise-galactics-conquest-025-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,022/096,22,PKM2008SUMOGALC000000000022JPNUNLM###H,Blaziken,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/38/97/1b/38971be2f3d0d6a9964ec514196484e8641bc44e3f5320890ad9704067cfde1f.jpg,https://www.tcgcollector.com/cards/26713/blaziken-galactics-conquest-022-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,071/096,71,PKM2008SUMOGALC000000000071JPNUNLM####,Blissey,Japanese,Rare,https://content.tcgcollector.com/content/images/f4/3d/aa/f43daa7a15c9f209a2193d6a84e57a2bd8093a4e76a7e6d0d84317be49765686.jpg,https://www.tcgcollector.com/cards/26762/blissey-galactics-conquest-071-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,092/096,92,PKM2008SUMOGALC000000000092JPNUNLM####,Broken Time-Space,Japanese,Uncommon,https://content.tcgcollector.com/content/images/a3/ef/3b/a3ef3b41f5a81f865faaa6b0dce268de6483bb0508d04f8f6e1dada2ed66e423.jpg,https://www.tcgcollector.com/cards/26783/broken-time-space-galactics-conquest-092-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,064/096,64,PKM2008SUMOGALC000000000064JPNUNLM####,Bronzong G,Japanese,Common,https://content.tcgcollector.com/content/images/9d/dc/ac/9ddcac8a9cd16d08dc68397f8a270a3b8714e981d1460957b62c2156d2190473.jpg,https://www.tcgcollector.com/cards/26755/bronzong-g-galactics-conquest-064-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,009/096,9,PKM2008SUMOGALC000000000009JPNUNLM####,Cacnea,Japanese,Common,https://content.tcgcollector.com/content/images/a7/2c/11/a72c11ec7f37a275ce8aa1cf96104035c27fb6a0702cb85a5b06f25f26ea71be.jpg,https://www.tcgcollector.com/cards/26700/cacnea-galactics-conquest-009-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,010/096,10,PKM2008SUMOGALC000000000010JPNUNLM####,Cacturne,Japanese,Rare,https://content.tcgcollector.com/content/images/8d/34/34/8d3434721965716495bea697c7f49c13a84ebb2f0e2c1b6ff33ffe2680cb45eb.jpg,https://www.tcgcollector.com/cards/26701/cacturne-galactics-conquest-010-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,013/096,13,PKM2008SUMOGALC000000000013JPNUNLM####,Carnivine,Japanese,Rare,https://content.tcgcollector.com/content/images/af/d6/86/afd686f1d568f40451f4bb817d7e310fef82a6bd263d16e22f1f983b9e5f8bc3.jpg,https://www.tcgcollector.com/cards/26704/carnivine-galactics-conquest-013-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,004/096,4,PKM2008SUMOGALC000000000004JPNUNLM####,Cascoon,Japanese,Common,https://content.tcgcollector.com/content/images/4c/92/78/4c92788c5615291ec541f9a4c5a7cce79d609a01fbd5b8330deea3a4383d19c1.jpg,https://www.tcgcollector.com/cards/26695/cascoon-galactics-conquest-004-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,070/096,70,PKM2008SUMOGALC000000000070JPNUNLM####,Chansey,Japanese,Common,https://content.tcgcollector.com/content/images/6e/e6/b6/6ee6b6d90ee63bf789b8b6b320b2dee6654eab1a634fd9ce4eb2fbe9ea85a654.jpg,https://www.tcgcollector.com/cards/26761/chansey-galactics-conquest-070-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,021/096,21,PKM2008SUMOGALC000000000021JPNUNLM####,Combusken,Japanese,Uncommon,https://content.tcgcollector.com/content/images/ea/b9/c0/eab9c0b59001760e0d60034f2df26b62bad76de3de20b7d75d2dd7fccc5d1357.jpg,https://www.tcgcollector.com/cards/26712/combusken-galactics-conquest-021-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,055/096,55,PKM2008SUMOGALC000000000055JPNUNLM####,Cranidos,Japanese,Uncommon,https://content.tcgcollector.com/content/images/62/d0/ad/62d0ad50129e93fad50286c1fe927f658a48a80c33a172d927e338ca8eec115e.jpg,https://www.tcgcollector.com/cards/26746/cranidos-galactics-conquest-055-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,041/096,41,PKM2008SUMOGALC000000000041JPNUNLM####,Crobat G,Japanese,Uncommon,https://content.tcgcollector.com/content/images/1a/a3/f6/1aa3f6e9bbd3649aabbb26b54d664c1a707ba92063c2402aa045f089251789f4.jpg,https://www.tcgcollector.com/cards/26732/crobat-g-galactics-conquest-041-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,089/096,89,PKM2008SUMOGALC000000000089JPNUNLM####,Cyrus's Conspiracy,Japanese,Uncommon,https://content.tcgcollector.com/content/images/62/c8/f5/62c8f5c25edacfcd325619a12b899a7927068a8ffa5faa5503956b79850e470b.jpg,https://www.tcgcollector.com/cards/26780/cyruss-conspiracy-galactics-conquest-089-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,076/096,76,PKM2008SUMOGALC000000000076JPNUNLM###H,Delcatty,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/25/52/1b/25521be08eaf6f6ef0512a4185bbba3dba469e8a971987dd9467164342568dcc.jpg,https://www.tcgcollector.com/cards/26767/delcatty-galactics-conquest-076-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,065/096,65,PKM2008SUMOGALC000000000065JPNUNLM###H,Dialga G,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/79/61/19/7961191fe5019a1ed0902fa2af03e624be6e8f738ae1e639060111aae5865c76.jpg,https://www.tcgcollector.com/cards/26756/dialga-g-galactics-conquest-065-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,066/096,66,PKM2008SUMOGALC000000000066JPNUNLM###H,Dialga G LV.X,Japanese,Rare Holo LV.X,https://content.tcgcollector.com/content/images/e5/26/7d/e5267df731bb9b5a58fbfd7c502eac00a20602b7986b252b0fa948bb506c3d44.jpg,https://www.tcgcollector.com/cards/26757/dialga-g-lv-x-galactics-conquest-066-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,053/096,53,PKM2008SUMOGALC000000000053JPNUNLM####,Diglett,Japanese,Common,https://content.tcgcollector.com/content/images/bc/59/bf/bc59bf501c2fa3ae3602621d8b2a583bb4599830eb258d1dfdf7c1456b0ebff0.jpg,https://www.tcgcollector.com/cards/26744/diglett-galactics-conquest-053-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,060/096,60,PKM2008SUMOGALC000000000060JPNUNLM###H,Drapion LV.X,Japanese,Rare Holo LV.X,https://content.tcgcollector.com/content/images/87/e4/6c/87e46cda3335709f10c07692536ce0315fcf122f7273021437b9844d75eec6f1.jpg,https://www.tcgcollector.com/cards/26751/drapion-lv-x-galactics-conquest-060-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,054/096,54,PKM2008SUMOGALC000000000054JPNUNLM####,Dugtrio,Japanese,Rare,https://content.tcgcollector.com/content/images/17/76/fb/1776fb98110c6ea610bba41bbd08f8047e2c8f7c4e7d2ed0964d7e08d7e84f69.jpg,https://www.tcgcollector.com/cards/26745/dugtrio-galactics-conquest-054-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,042/096,42,PKM2008SUMOGALC000000000042JPNUNLM####,Dustox,Japanese,Rare,https://content.tcgcollector.com/content/images/4f/46/d2/4f46d200df50e29ae8636f5a983cb3505b41d88ccbed22bbcf6a863270b686fa.jpg,https://www.tcgcollector.com/cards/26733/dustox-galactics-conquest-042-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,095/096,95,PKM2008SUMOGALC000000000095JPNUNLM###H,Electabuzz,Japanese,—,https://content.tcgcollector.com/content/images/80/dd/d8/80ddd820348532f2f177587f499948ff48add1243824cf2e6d26905dc184f646.jpg,https://www.tcgcollector.com/cards/26786/electabuzz-galactics-conquest-095-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,037/096,37,PKM2008SUMOGALC000000000037JPNUNLM####,Electrike,Japanese,Common,https://content.tcgcollector.com/content/images/19/6a/d4/196ad4f1b8079e53a775c3aa98f805d27b0217fc5eb86a268a43bf83a4272b6b.jpg,https://www.tcgcollector.com/cards/26728/electrike-galactics-conquest-037-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,035/096,35,PKM2008SUMOGALC000000000035JPNUNLM####,Flaaffy,Japanese,Uncommon,https://content.tcgcollector.com/content/images/f5/27/21/f527212050bf79c1a5b3cbd409db3dfc28f01e28bdc1adc9c46f4a4906b88b77.jpg,https://www.tcgcollector.com/cards/26726/flaaffy-galactics-conquest-035-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,091/096,91,PKM2008SUMOGALC000000000091JPNUNLM####,Galactic HQ,Japanese,Uncommon,https://content.tcgcollector.com/content/images/2f/d2/5c/2fd25c675c604637d0229253e62396038ae9e121d8e33a346e763912bce38d76.jpg,https://www.tcgcollector.com/cards/26782/galactic-hq-galactics-conquest-091-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,045/096,45,PKM2008SUMOGALC000000000045JPNUNLM###H,Gardevoir,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/0d/1f/9d/0d1f9d94f3c9f3d7e55d87d5d492f3cf04271dc0e249f690807904a3b10c695c.jpg,https://www.tcgcollector.com/cards/26736/gardevoir-galactics-conquest-045-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,051/096,51,PKM2008SUMOGALC000000000051JPNUNLM###H,Giratina,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/e4/a5/07/e4a507e3a63d163d667f1dd0b5e7e8240c84160186630a8c6c45e067c2888c2b.jpg,https://www.tcgcollector.com/cards/26742/giratina-galactics-conquest-051-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,052/096,52,PKM2008SUMOGALC000000000052JPNUNLM###H,Giratina LV.X,Japanese,Rare Holo LV.X,https://content.tcgcollector.com/content/images/93/f8/cd/93f8cda972e059065ca079fb28569e877ebe67342569dd135a69d4db76b0a201.jpg,https://www.tcgcollector.com/cards/26743/giratina-lv-x-galactics-conquest-052-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,027/096,27,PKM2008SUMOGALC000000000027JPNUNLM####,Golduck,Japanese,Rare,https://content.tcgcollector.com/content/images/ba/76/3d/ba763d493e1df55517359ec8b96e4f08116752920fe198a5a35261e4f3687eac.jpg,https://www.tcgcollector.com/cards/26718/golduck-galactics-conquest-027-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,039/096,39,PKM2008SUMOGALC000000000039JPNUNLM####,Grimer,Japanese,Common,https://content.tcgcollector.com/content/images/f3/35/55/f33555ad290b5a5ec8cf489ec5a3e3db8a23c3e70a3d18db1172ee4c750fa61e.jpg,https://www.tcgcollector.com/cards/26730/grimer-galactics-conquest-039-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,028/096,28,PKM2008SUMOGALC000000000028JPNUNLM####,Gyarados G,Japanese,Rare,https://content.tcgcollector.com/content/images/a7/d0/0d/a7d00d8da7e772814195cf4d2fa223dec7bbac6cabcb5470327ae0d661e0ae3b.jpg,https://www.tcgcollector.com/cards/26719/gyarados-g-galactics-conquest-028-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,069/096,69,PKM2008SUMOGALC000000000069JPNUNLM####,Happiny,Japanese,Common,https://content.tcgcollector.com/content/images/b1/8c/d7/b18cd7200410260bada2807bb79d597b3775d3d079f323b58aaa65c55c5f2da7.jpg,https://www.tcgcollector.com/cards/26760/happiny-galactics-conquest-069-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,096/096,96,PKM2008SUMOGALC000000000096JPNUNLM###H,Hitmonchan,Japanese,—,https://content.tcgcollector.com/content/images/df/18/07/df1807ebf736693ac969294a452da345446d7255c99d0786a5650335aecd06c7.jpg,https://www.tcgcollector.com/cards/26787/hitmonchan-galactics-conquest-096-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,059/096,59,PKM2008SUMOGALC000000000059JPNUNLM####,Honchkrow G,Japanese,Common,https://content.tcgcollector.com/content/images/a3/e0/78/a3e078c690aa444c47fb68292300242d9002a5f177f11eebd54058133f7ccbc6.jpg,https://www.tcgcollector.com/cards/26750/honchkrow-g-galactics-conquest-059-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,019/096,19,PKM2008SUMOGALC000000000019JPNUNLM####,Houndoom G,Japanese,Uncommon,https://content.tcgcollector.com/content/images/b8/35/e1/b835e1edd0e82361019133e2d9775ef0ca621569813f9248e937fbbf8631e37b.jpg,https://www.tcgcollector.com/cards/26710/houndoom-g-galactics-conquest-019-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,044/096,44,PKM2008SUMOGALC000000000044JPNUNLM####,Kirlia,Japanese,Uncommon,https://content.tcgcollector.com/content/images/a0/33/a4/a033a479f5130b06658129de7a75babbac74fe4eb3180b3cc6ca2105e25e22fc.jpg,https://www.tcgcollector.com/cards/26735/kirlia-galactics-conquest-044-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,011/096,11,PKM2008SUMOGALC000000000011JPNUNLM####,Kricketot,Japanese,Common,https://content.tcgcollector.com/content/images/f0/ba/ef/f0baefeb031cc2ad665ef45fd725435e1193a25c67729e25d96d9bf8b54451bb.jpg,https://www.tcgcollector.com/cards/26702/kricketot-galactics-conquest-011-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,012/096,12,PKM2008SUMOGALC000000000012JPNUNLM####,Kricketune,Japanese,Rare,https://content.tcgcollector.com/content/images/fc/26/5c/fc265c125fd0826ec376e6641fcba5859ef2c87b00a8194e02f94f5a0f328d43.jpg,https://www.tcgcollector.com/cards/26703/kricketune-galactics-conquest-012-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,068/096,68,PKM2008SUMOGALC000000000068JPNUNLM####,Lickilicky,Japanese,Rare,https://content.tcgcollector.com/content/images/92/72/fe/9272fe234117305b5ff3d765293e2d8dc2c08a676e0fa7dcba44d099dc2f4158.jpg,https://www.tcgcollector.com/cards/26759/lickilicky-galactics-conquest-068-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,067/096,67,PKM2008SUMOGALC000000000067JPNUNLM####,Lickitung,Japanese,Common,https://content.tcgcollector.com/content/images/63/c2/b8/63c2b8f59989711c2423b7b3e2551e0d432a8769832fd212761aaa8b34e3b9f1.jpg,https://www.tcgcollector.com/cards/26758/lickitung-galactics-conquest-067-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,007/096,7,PKM2008SUMOGALC000000000007JPNUNLM####,Lombre,Japanese,Common,https://content.tcgcollector.com/content/images/c6/8b/32/c68b323e61605dda5508c10736abe0d54746039165acd287d29ff4ea0cd5c6cc.jpg,https://www.tcgcollector.com/cards/26698/lombre-galactics-conquest-007-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,090/096,90,PKM2008SUMOGALC000000000090JPNUNLM####,Looker's Investigation,Japanese,Uncommon,https://content.tcgcollector.com/content/images/2c/93/24/2c93246836d054558cd856c852e4521b40925c41beae20102131be50df1eaada.jpg,https://www.tcgcollector.com/cards/26781/lookers-investigation-galactics-conquest-090-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,005/096,5,PKM2008SUMOGALC000000000005JPNUNLM####,Lotad,Japanese,Common,https://content.tcgcollector.com/content/images/3b/a2/74/3ba274faeeb9d8477e5715b18432f9e13e010d5b569eec332f9bacd1f0e16142.jpg,https://www.tcgcollector.com/cards/26696/lotad-galactics-conquest-005-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,006/096,6,PKM2008SUMOGALC000000000006JPNUNLM####,Lotad,Japanese,Common,https://content.tcgcollector.com/content/images/6b/a0/1d/6ba01d59805dc50f8515a7db4b47bb4102e2b62319799556a34743e0f72a17d2.jpg,https://www.tcgcollector.com/cards/26697/lotad-galactics-conquest-006-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,008/096,8,PKM2008SUMOGALC000000000008JPNUNLM####,Ludicolo,Japanese,Rare,https://content.tcgcollector.com/content/images/3a/8f/dd/3a8fddc2ca3919043d6e338ed77c479151c4a57d57d462541a99519caac67d7c.jpg,https://www.tcgcollector.com/cards/26699/ludicolo-galactics-conquest-008-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,031/096,31,PKM2008SUMOGALC000000000031JPNUNLM####,Luvdisc,Japanese,Rare,https://content.tcgcollector.com/content/images/2a/d2/39/2ad239db9c3437477458ca69fa359c2c1366dc8d133eead2eec33afdd7694105.jpg,https://www.tcgcollector.com/cards/26722/luvdisc-galactics-conquest-031-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,038/096,38,PKM2008SUMOGALC000000000038JPNUNLM###H,Manectric,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/0b/1f/67/0b1f677b26828b0759eebe11ee6dd6c28c9368ded814bbf98996a6ef75d3f8bf.jpg,https://www.tcgcollector.com/cards/26729/manectric-galactics-conquest-038-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,034/096,34,PKM2008SUMOGALC000000000034JPNUNLM####,Mareep,Japanese,Common,https://content.tcgcollector.com/content/images/80/7d/df/807ddf4956cf57484a7be417ca073ca4fd86c20f71d38e57d3fba842476a0db5.jpg,https://www.tcgcollector.com/cards/26725/mareep-galactics-conquest-034-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,087/096,87,PKM2008SUMOGALC000000000087JPNUNLM####,Memory Berry,Japanese,Uncommon,https://content.tcgcollector.com/content/images/14/06/77/140677967962c1411565dab4332112ba388bee434baebe709d3f39c8ce305622.jpg,https://www.tcgcollector.com/cards/26778/memory-berry-galactics-conquest-087-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,058/096,58,PKM2008SUMOGALC000000000058JPNUNLM####,Mightyena,Japanese,Rare,https://content.tcgcollector.com/content/images/9a/db/30/9adb304538a3cd3a0fcafd847f7b3d193718f72e1fc7dbaedd9a130c8553d235.jpg,https://www.tcgcollector.com/cards/26749/mightyena-galactics-conquest-058-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,040/096,40,PKM2008SUMOGALC000000000040JPNUNLM####,Muk,Japanese,Rare,https://content.tcgcollector.com/content/images/d5/05/a4/d505a4497c764c62040bd7927b5c90bdd62f8c5e199832d5fe039a80428d171e.jpg,https://www.tcgcollector.com/cards/26731/muk-galactics-conquest-040-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,018/096,18,PKM2008SUMOGALC000000000018JPNUNLM####,Ninetales,Japanese,Rare,https://content.tcgcollector.com/content/images/30/c5/27/30c52759c8de3171e8ab3fca496f34265ea8942273f72d87369c2e698ad19fb7.jpg,https://www.tcgcollector.com/cards/26709/ninetales-galactics-conquest-018-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,030/096,30,PKM2008SUMOGALC000000000030JPNUNLM####,Octillery,Japanese,Rare,https://content.tcgcollector.com/content/images/7f/cb/bc/7fcbbc46a4e3adbfb77f5ef5951ae2e7d2655f483449b754aafa7de64e5bf0a3.jpg,https://www.tcgcollector.com/cards/26721/octillery-galactics-conquest-030-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,032/096,32,PKM2008SUMOGALC000000000032JPNUNLM###H,Palkia G,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/64/00/2c/64002c2daeaac7f31239edd1319a6276052a4f099a6d43082d0a2acbf0f4e12e.jpg,https://www.tcgcollector.com/cards/26723/palkia-g-galactics-conquest-032-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,033/096,33,PKM2008SUMOGALC000000000033JPNUNLM###H,Palkia G LV.X,Japanese,Rare Holo LV.X,https://content.tcgcollector.com/content/images/06/29/7f/06297f5f5abf9937d2c719e2c8e65e8d1f39a6fb2ac7e292306ab8b79b527f00.jpg,https://www.tcgcollector.com/cards/26724/palkia-g-lv-x-galactics-conquest-033-096,Unlimited,Holo,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,084/096,84,PKM2008SUMOGALC000000000084JPNUNLM####,PlusPower,Japanese,Uncommon,https://content.tcgcollector.com/content/images/d2/92/f2/d292f2e254f421bb04d3dc6f4f25ea2d5dc45fccef9dc9ef68054a3cc610a2cf.jpg,https://www.tcgcollector.com/cards/26775/pluspower-galactics-conquest-084-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,057/096,57,PKM2008SUMOGALC000000000057JPNUNLM####,Poochyena,Japanese,Common,https://content.tcgcollector.com/content/images/a2/04/af/a204af049424a61ae646d16fe2d5575c584e9121605e0737f67b20a891696454.jpg,https://www.tcgcollector.com/cards/26748/poochyena-galactics-conquest-057-096,Unlimited,,
Pokemon,10/10/2008,Platinum Era,Galactic's Conquest,026/096,26,PKM2008SUMOGALC000000000026JPNUNLM####,Psyduck,Japanese,Common,https://content.tcgcollector.com/content/images/15/fc/b2/15fcb25093f26398901e3d76eaeda0e48d294b46d0f533844aae8d4c3c069fee.jpg,https://www.tcgcollector.com/cards/26717/psyduck-galactics-conquest-026-096,Unlimited,,
